Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR
2008-09,23/05/09,Villarreal,Valencia,3,1,H,2,1,H
2008-09,24/05/09,Real Madrid,Mallorca,1,3,A,1,1,D
2008-09,30/05/09,Ath Madrid,Almeria,3,0,H,2,0,H
2008-09,30/05/09,La Coruna,Barcelona,1,1,D,1,0,H
2008-09,30/05/09,Mallorca,Villarreal,2,3,A,1,2,A
2008-09,30/05/09,Valencia,Ath Bilbao,2,0,H,1,0,H
2008-09,31/05/09,Betis,Valladolid,1,1,D,0,1,A
2008-09,31/05/09,Espanol,Malaga,3,0,H,2,0,H
2008-09,31/05/09,Numancia,Sevilla,0,2,A,0,0,D
2008-09,31/05/09,Osasuna,Real Madrid,2,1,H,1,1,D
2008-09,31/05/09,Santander,Getafe,1,1,D,1,1,D
2008-09,31/05/09,Sp Gijon,Recreativo,2,1,H,0,1,A
2009-10,29/08/09,Real Madrid,La Coruna,3,2,H,2,1,H
2009-10,29/08/09,Zaragoza,Tenerife,1,0,H,0,0,D
2009-10,30/08/09,Almeria,Valladolid,0,0,D,0,0,D
2009-10,30/08/09,Ath Bilbao,Espanol,1,0,H,0,0,D
2009-10,30/08/09,Malaga,Ath Madrid,3,0,H,1,0,H
2009-10,30/08/09,Mallorca,Xerez,2,0,H,0,0,D
2009-10,30/08/09,Osasuna,Villarreal,1,1,D,1,1,D
2009-10,30/08/09,Santander,Getafe,1,4,A,1,3,A
2009-10,30/08/09,Valencia,Sevilla,2,0,H,0,0,D
2009-10,31/08/09,Barcelona,Sp Gijon,3,0,H,2,0,H
2009-10,12/9/2009,Ath Madrid,Santander,1,1,D,1,1,D
2009-10,12/9/2009,Espanol,Real Madrid,0,3,A,0,1,A
2009-10,12/9/2009,Getafe,Barcelona,0,2,A,0,0,D
2009-10,12/9/2009,Sevilla,Zaragoza,4,1,H,2,1,H
2009-10,13/09/09,La Coruna,Malaga,1,0,H,0,0,D
2009-10,13/09/09,Sp Gijon,Almeria,1,0,H,1,0,H
2009-10,13/09/09,Tenerife,Osasuna,2,1,H,0,0,D
2009-10,13/09/09,Valladolid,Valencia,2,4,A,1,3,A
2009-10,13/09/09,Villarreal,Mallorca,1,1,D,0,0,D
2009-10,13/09/09,Xerez,Ath Bilbao,0,1,A,0,1,A
2009-10,19/09/09,Barcelona,Ath Madrid,5,2,H,4,1,H
2009-10,19/09/09,La Coruna,Espanol,2,3,A,1,2,A
2009-10,19/09/09,Malaga,Santander,1,2,A,0,1,A
2009-10,19/09/09,Mallorca,Tenerife,4,0,H,1,0,H
2009-10,19/09/09,Osasuna,Sevilla,0,2,A,0,1,A
2009-10,20/09/09,Almeria,Getafe,1,0,H,0,0,D
2009-10,20/09/09,Ath Bilbao,Villarreal,3,2,H,2,0,H
2009-10,20/09/09,Real Madrid,Xerez,5,0,H,1,0,H
2009-10,20/09/09,Valencia,Sp Gijon,2,2,D,1,1,D
2009-10,20/09/09,Zaragoza,Valladolid,1,2,A,1,1,D
2009-10,22/09/09,Santander,Barcelona,1,4,A,0,3,A
2009-10,22/09/09,Sevilla,Mallorca,2,0,H,2,0,H
2009-10,23/09/09,Ath Madrid,Almeria,2,2,D,1,1,D
2009-10,23/09/09,Espanol,Malaga,2,1,H,0,1,A
2009-10,23/09/09,Getafe,Valencia,3,1,H,2,1,H
2009-10,23/09/09,Tenerife,Ath Bilbao,1,0,H,0,0,D
2009-10,23/09/09,Valladolid,Osasuna,1,2,A,0,1,A
2009-10,23/09/09,Villarreal,Real Madrid,0,2,A,0,1,A
2009-10,23/09/09,Xerez,La Coruna,0,3,A,0,1,A
2009-10,24/09/09,Sp Gijon,Zaragoza,1,1,D,1,0,H
2009-10,26/09/09,Ath Bilbao,Sevilla,0,4,A,0,3,A
2009-10,26/09/09,Malaga,Barcelona,0,2,A,0,1,A
2009-10,26/09/09,Real Madrid,Tenerife,3,0,H,0,0,D
2009-10,26/09/09,Valencia,Ath Madrid,2,2,D,2,1,H
2009-10,27/09/09,Almeria,Santander,2,2,D,1,0,H
2009-10,27/09/09,Espanol,Xerez,0,0,D,0,0,D
2009-10,27/09/09,La Coruna,Villarreal,1,0,H,1,0,H
2009-10,27/09/09,Mallorca,Valladolid,3,0,H,1,0,H
2009-10,27/09/09,Osasuna,Sp Gijon,1,0,H,0,0,D
2009-10,27/09/09,Zaragoza,Getafe,3,0,H,2,0,H
2009-10,3/10/2009,Ath Madrid,Zaragoza,2,1,H,1,0,H
2009-10,3/10/2009,Barcelona,Almeria,1,0,H,1,0,H
2009-10,3/10/2009,Tenerife,La Coruna,0,1,A,0,0,D
2009-10,4/10/2009,Getafe,Osasuna,2,1,H,0,0,D
2009-10,4/10/2009,Santander,Valencia,0,1,A,0,0,D
2009-10,4/10/2009,Sevilla,Real Madrid,2,1,H,1,0,H
2009-10,4/10/2009,Sp Gijon,Mallorca,4,1,H,0,1,A
2009-10,4/10/2009,Valladolid,Ath Bilbao,2,2,D,0,1,A
2009-10,4/10/2009,Villarreal,Espanol,0,0,D,0,0,D
2009-10,4/10/2009,Xerez,Malaga,1,1,D,0,0,D
2009-10,17/10/09,La Coruna,Sevilla,1,0,H,1,0,H
2009-10,17/10/09,Real Madrid,Valladolid,4,2,H,3,1,H
2009-10,17/10/09,Valencia,Barcelona,0,0,D,0,0,D
2009-10,18/10/09,Ath Bilbao,Sp Gijon,1,2,A,0,0,D
2009-10,18/10/09,Espanol,Tenerife,2,1,H,1,1,D
2009-10,18/10/09,Malaga,Almeria,1,2,A,0,2,A
2009-10,18/10/09,Mallorca,Getafe,3,1,H,1,0,H
2009-10,18/10/09,Osasuna,Ath Madrid,3,0,H,3,0,H
2009-10,18/10/09,Xerez,Villarreal,2,1,H,1,1,D
2009-10,18/10/09,Zaragoza,Santander,2,2,D,2,0,H
2009-10,24/10/09,Ath Madrid,Mallorca,1,1,D,0,0,D
2009-10,24/10/09,Sevilla,Espanol,0,0,D,0,0,D
2009-10,24/10/09,Sp Gijon,Real Madrid,0,0,D,0,0,D
2009-10,25/10/09,Almeria,Valencia,0,3,A,0,0,D
2009-10,25/10/09,Barcelona,Zaragoza,6,1,H,3,0,H
2009-10,25/10/09,Getafe,Ath Bilbao,2,0,H,0,0,D
2009-10,25/10/09,Santander,Osasuna,1,1,D,0,0,D
2009-10,25/10/09,Tenerife,Xerez,1,0,H,0,0,D
2009-10,25/10/09,Valladolid,La Coruna,4,0,H,1,0,H
2009-10,25/10/09,Villarreal,Malaga,2,1,H,1,1,D
2009-10,31/10/09,Ath Bilbao,Ath Madrid,1,0,H,1,0,H
2009-10,31/10/09,Osasuna,Barcelona,1,1,D,0,0,D
2009-10,31/10/09,Real Madrid,Getafe,2,0,H,0,0,D
2009-10,31/10/09,Xerez,Sevilla,0,2,A,0,1,A
2009-10,1/11/2009,Espanol,Valladolid,1,1,D,0,0,D
2009-10,1/11/2009,La Coruna,Sp Gijon,1,1,D,1,0,H
2009-10,1/11/2009,Malaga,Valencia,0,1,A,0,0,D
2009-10,1/11/2009,Mallorca,Santander,1,0,H,1,0,H
2009-10,1/11/2009,Villarreal,Tenerife,5,0,H,1,0,H
2009-10,1/11/2009,Zaragoza,Almeria,2,1,H,2,1,H
2009-10,7/11/2009,Ath Madrid,Real Madrid,2,3,A,0,2,A
2009-10,7/11/2009,Barcelona,Mallorca,4,2,H,3,1,H
2009-10,7/11/2009,Getafe,La Coruna,0,2,A,0,1,A
2009-10,7/11/2009,Tenerife,Malaga,2,2,D,2,1,H
2009-10,8/11/2009,Almeria,Osasuna,2,0,H,1,0,H
2009-10,8/11/2009,Santander,Ath Bilbao,0,2,A,0,1,A
2009-10,8/11/2009,Sevilla,Villarreal,3,2,H,1,1,D
2009-10,8/11/2009,Sp Gijon,Espanol,1,0,H,1,0,H
2009-10,8/11/2009,Valencia,Zaragoza,3,1,H,3,0,H
2009-10,8/11/2009,Valladolid,Xerez,0,0,D,0,0,D
2009-10,21/11/09,Ath Bilbao,Barcelona,1,1,D,0,0,D
2009-10,21/11/09,La Coruna,Ath Madrid,2,1,H,1,1,D
2009-10,21/11/09,Real Madrid,Santander,1,0,H,1,0,H
2009-10,21/11/09,Tenerife,Sevilla,1,2,A,0,1,A
2009-10,22/11/09,Espanol,Getafe,0,2,A,0,0,D
2009-10,22/11/09,Malaga,Zaragoza,1,1,D,0,0,D
2009-10,22/11/09,Mallorca,Almeria,3,1,H,0,0,D
2009-10,22/11/09,Osasuna,Valencia,1,3,A,0,2,A
2009-10,22/11/09,Villarreal,Valladolid,3,1,H,1,0,H
2009-10,22/11/09,Xerez,Sp Gijon,0,0,D,0,0,D
2009-10,28/11/09,Sevilla,Malaga,2,2,D,0,2,A
2009-10,28/11/09,Sp Gijon,Villarreal,1,0,H,0,0,D
2009-10,28/11/09,Valencia,Mallorca,1,1,D,0,0,D
2009-10,29/11/09,Almeria,Ath Bilbao,1,4,A,0,2,A
2009-10,29/11/09,Ath Madrid,Espanol,4,0,H,1,0,H
2009-10,29/11/09,Barcelona,Real Madrid,1,0,H,0,0,D
2009-10,29/11/09,Getafe,Xerez,5,1,H,2,1,H
2009-10,29/11/09,Santander,La Coruna,0,1,A,0,0,D
2009-10,29/11/09,Valladolid,Tenerife,3,3,D,2,0,H
2009-10,29/11/09,Zaragoza,Osasuna,0,1,A,0,1,A
2009-10,2/12/2009,Xerez,Barcelona,0,2,A,0,0,D
2009-10,5/12/2009,La Coruna,Barcelona,1,3,A,1,1,D
2009-10,5/12/2009,Real Madrid,Almeria,4,2,H,1,0,H
2009-10,5/12/2009,Sevilla,Valladolid,1,1,D,1,1,D
2009-10,5/12/2009,Xerez,Ath Madrid,0,2,A,0,1,A
2009-10,6/12/2009,Ath Bilbao,Valencia,1,2,A,0,0,D
2009-10,6/12/2009,Espanol,Santander,0,4,A,0,0,D
2009-10,6/12/2009,Malaga,Osasuna,1,1,D,0,0,D
2009-10,6/12/2009,Mallorca,Zaragoza,4,1,H,1,0,H
2009-10,6/12/2009,Tenerife,Sp Gijon,2,1,H,0,1,A
2009-10,6/12/2009,Villarreal,Getafe,3,2,H,1,1,D
2009-10,12/12/2009,Barcelona,Espanol,1,0,H,1,0,H
2009-10,12/12/2009,Valencia,Real Madrid,2,3,A,0,0,D
2009-10,12/12/2009,Zaragoza,Ath Bilbao,1,2,A,0,0,D
2009-10,13/12/09,Almeria,La Coruna,1,1,D,0,0,D
2009-10,13/12/09,Ath Madrid,Villarreal,1,2,A,1,0,H
2009-10,13/12/09,Getafe,Tenerife,2,1,H,1,0,H
2009-10,13/12/09,Osasuna,Mallorca,0,1,A,0,0,D
2009-10,13/12/09,Santander,Xerez,3,2,H,1,1,D
2009-10,13/12/09,Sp Gijon,Sevilla,0,1,A,0,1,A
2009-10,13/12/09,Valladolid,Malaga,1,1,D,0,1,A
2009-10,19/12/09,Ath Bilbao,Osasuna,2,0,H,2,0,H
2009-10,19/12/09,Real Madrid,Zaragoza,6,0,H,4,0,H
2009-10,19/12/09,Sevilla,Getafe,1,2,A,0,2,A
2009-10,20/12/09,Espanol,Almeria,2,0,H,1,0,H
2009-10,20/12/09,La Coruna,Valencia,0,0,D,0,0,D
2009-10,20/12/09,Malaga,Mallorca,2,1,H,1,0,H
2009-10,20/12/09,Tenerife,Ath Madrid,1,1,D,1,1,D
2009-10,20/12/09,Valladolid,Sp Gijon,2,1,H,1,1,D
2009-10,20/12/09,Villarreal,Santander,2,0,H,0,0,D
2009-10,2/1/2010,Ath Madrid,Sevilla,2,1,H,0,1,A
2009-10,2/1/2010,Barcelona,Villarreal,1,1,D,1,0,H
2009-10,2/1/2010,Valencia,Espanol,1,0,H,0,0,D
2009-10,3/1/2010,Almeria,Xerez,1,0,H,0,0,D
2009-10,3/1/2010,Getafe,Valladolid,1,0,H,0,0,D
2009-10,3/1/2010,Mallorca,Ath Bilbao,2,0,H,0,0,D
2009-10,3/1/2010,Osasuna,Real Madrid,0,0,D,0,0,D
2009-10,3/1/2010,Santander,Tenerife,2,0,H,0,0,D
2009-10,3/1/2010,Sp Gijon,Malaga,2,2,D,1,1,D
2009-10,3/1/2010,Zaragoza,La Coruna,0,0,D,0,0,D
2009-10,9/1/2010,Sevilla,Santander,1,2,A,0,2,A
2009-10,9/1/2010,Valladolid,Ath Madrid,0,4,A,0,2,A
2009-10,9/1/2010,Villarreal,Almeria,1,1,D,1,0,H
2009-10,10/1/2010,Espanol,Zaragoza,2,1,H,1,1,D
2009-10,10/1/2010,La Coruna,Osasuna,1,0,H,0,0,D
2009-10,10/1/2010,Malaga,Ath Bilbao,1,1,D,0,0,D
2009-10,10/1/2010,Real Madrid,Mallorca,2,0,H,1,0,H
2009-10,10/1/2010,Sp Gijon,Getafe,1,0,H,1,0,H
2009-10,10/1/2010,Tenerife,Barcelona,0,5,A,0,3,A
2009-10,10/1/2010,Xerez,Valencia,1,3,A,1,2,A
2009-10,16/01/10,Ath Bilbao,Real Madrid,1,0,H,1,0,H
2009-10,16/01/10,Barcelona,Sevilla,4,0,H,0,0,D
2009-10,16/01/10,Osasuna,Espanol,2,0,H,2,0,H
2009-10,17/01/10,Almeria,Tenerife,1,1,D,0,1,A
2009-10,17/01/10,Ath Madrid,Sp Gijon,3,2,H,1,1,D
2009-10,17/01/10,Malaga,Getafe,1,0,H,0,0,D
2009-10,17/01/10,Mallorca,La Coruna,2,0,H,0,0,D
2009-10,17/01/10,Santander,Valladolid,1,1,D,0,1,A
2009-10,17/01/10,Valencia,Villarreal,4,1,H,2,0,H
2009-10,17/01/10,Zaragoza,Xerez,0,0,D,0,0,D
2009-10,23/01/10,La Coruna,Ath Bilbao,3,1,H,0,0,D
2009-10,23/01/10,Sevilla,Almeria,1,0,H,1,0,H
2009-10,23/01/10,Valladolid,Barcelona,0,3,A,0,2,A
2009-10,24/01/10,Espanol,Mallorca,1,1,D,0,0,D
2009-10,24/01/10,Getafe,Ath Madrid,1,0,H,1,0,H
2009-10,24/01/10,Real Madrid,Malaga,2,0,H,2,0,H
2009-10,24/01/10,Sp Gijon,Santander,0,1,A,0,1,A
2009-10,24/01/10,Tenerife,Valencia,0,0,D,0,0,D
2009-10,24/01/10,Villarreal,Zaragoza,4,2,H,3,0,H
2009-10,24/01/10,Xerez,Osasuna,1,2,A,1,1,D
2009-10,30/01/10,Espanol,Ath Bilbao,1,0,H,0,0,D
2009-10,30/01/10,La Coruna,Real Madrid,1,3,A,0,2,A
2009-10,30/01/10,Sp Gijon,Barcelona,0,1,A,0,1,A
2009-10,31/01/10,Ath Madrid,Malaga,0,2,A,0,1,A
2009-10,31/01/10,Getafe,Santander,0,0,D,0,0,D
2009-10,31/01/10,Sevilla,Valencia,2,1,H,1,0,H
2009-10,31/01/10,Tenerife,Zaragoza,1,3,A,0,0,D
2009-10,31/01/10,Valladolid,Almeria,1,1,D,0,1,A
2009-10,31/01/10,Villarreal,Osasuna,0,2,A,0,1,A
2009-10,31/01/10,Xerez,Mallorca,2,1,H,0,1,A
2009-10,6/2/2010,Barcelona,Getafe,2,1,H,1,0,H
2009-10,6/2/2010,Real Madrid,Espanol,3,0,H,2,0,H
2009-10,6/2/2010,Valencia,Valladolid,2,0,H,2,0,H
2009-10,7/2/2010,Almeria,Sp Gijon,3,1,H,2,1,H
2009-10,7/2/2010,Ath Bilbao,Xerez,3,2,H,1,2,A
2009-10,7/2/2010,Malaga,La Coruna,0,0,D,0,0,D
2009-10,7/2/2010,Mallorca,Villarreal,1,0,H,0,0,D
2009-10,7/2/2010,Osasuna,Tenerife,1,0,H,0,0,D
2009-10,7/2/2010,Santander,Ath Madrid,1,1,D,1,1,D
2009-10,7/2/2010,Zaragoza,Sevilla,2,1,H,2,1,H
2009-10,13/02/10,Sp Gijon,Valencia,1,1,D,1,0,H
2009-10,13/02/10,Villarreal,Ath Bilbao,2,1,H,2,1,H
2009-10,13/02/10,Xerez,Real Madrid,0,3,A,0,0,D
2009-10,14/02/10,Ath Madrid,Barcelona,2,1,H,2,1,H
2009-10,14/02/10,Espanol,La Coruna,2,0,H,1,0,H
2009-10,14/02/10,Getafe,Almeria,2,2,D,0,0,D
2009-10,14/02/10,Santander,Malaga,0,3,A,0,2,A
2009-10,14/02/10,Sevilla,Osasuna,1,0,H,1,0,H
2009-10,14/02/10,Valladolid,Zaragoza,1,1,D,1,1,D
2009-10,15/02/10,Tenerife,Mallorca,1,0,H,1,0,H
2009-10,20/02/10,Barcelona,Santander,4,0,H,3,0,H
2009-10,20/02/10,La Coruna,Xerez,2,1,H,2,1,H
2009-10,20/02/10,Mallorca,Sevilla,1,3,A,1,1,D
2009-10,21/02/10,Almeria,Ath Madrid,1,0,H,0,0,D
2009-10,21/02/10,Ath Bilbao,Tenerife,4,1,H,2,0,H
2009-10,21/02/10,Malaga,Espanol,2,1,H,1,1,D
2009-10,21/02/10,Osasuna,Valladolid,1,1,D,0,0,D
2009-10,21/02/10,Real Madrid,Villarreal,6,2,H,2,1,H
2009-10,21/02/10,Zaragoza,Sp Gijon,1,3,A,0,1,A
2009-10,22/02/10,Valencia,Getafe,2,1,H,1,0,H
2009-10,27/02/10,Barcelona,Malaga,2,1,H,0,0,D
2009-10,27/02/10,Getafe,Zaragoza,0,2,A,0,2,A
2009-10,27/02/10,Tenerife,Real Madrid,1,5,A,0,2,A
2009-10,28/02/10,Ath Madrid,Valencia,4,1,H,1,1,D
2009-10,28/02/10,Santander,Almeria,0,2,A,0,1,A
2009-10,28/02/10,Sevilla,Ath Bilbao,0,0,D,0,0,D
2009-10,28/02/10,Sp Gijon,Osasuna,3,2,H,1,1,D
2009-10,28/02/10,Valladolid,Mallorca,1,2,A,0,0,D
2009-10,28/02/10,Villarreal,La Coruna,1,0,H,1,0,H
2009-10,28/02/10,Xerez,Espanol,1,1,D,0,1,A
2009-10,6/3/2010,Almeria,Barcelona,2,2,D,1,1,D
2009-10,6/3/2010,La Coruna,Tenerife,3,1,H,1,1,D
2009-10,6/3/2010,Real Madrid,Sevilla,3,2,H,0,1,A
2009-10,7/3/2010,Ath Bilbao,Valladolid,2,0,H,2,0,H
2009-10,7/3/2010,Espanol,Villarreal,0,0,D,0,0,D
2009-10,7/3/2010,Malaga,Xerez,2,4,A,1,1,D
2009-10,7/3/2010,Mallorca,Sp Gijon,3,0,H,1,0,H
2009-10,7/3/2010,Osasuna,Getafe,0,0,D,0,0,D
2009-10,7/3/2010,Zaragoza,Ath Madrid,1,1,D,1,0,H
2009-10,8/3/2010,Valencia,Santander,0,0,D,0,0,D
2009-10,13/03/10,Getafe,Mallorca,3,0,H,1,0,H
2009-10,13/03/10,Sevilla,La Coruna,1,1,D,1,1,D
2009-10,13/03/10,Sp Gijon,Ath Bilbao,0,0,D,0,0,D
2009-10,14/03/10,Almeria,Malaga,1,0,H,0,0,D
2009-10,14/03/10,Barcelona,Valencia,3,0,H,0,0,D
2009-10,14/03/10,Santander,Zaragoza,0,0,D,0,0,D
2009-10,14/03/10,Tenerife,Espanol,4,1,H,1,0,H
2009-10,14/03/10,Valladolid,Real Madrid,1,4,A,0,2,A
2009-10,14/03/10,Villarreal,Xerez,2,0,H,1,0,H
2009-10,15/03/10,Ath Madrid,Osasuna,1,0,H,0,0,D
2009-10,20/03/10,Ath Bilbao,Getafe,2,2,D,1,1,D
2009-10,20/03/10,Espanol,Sevilla,2,0,H,1,0,H
2009-10,20/03/10,La Coruna,Valladolid,0,2,A,0,1,A
2009-10,20/03/10,Real Madrid,Sp Gijon,3,1,H,0,0,D
2009-10,20/03/10,Xerez,Tenerife,2,1,H,2,0,H
2009-10,21/03/10,Malaga,Villarreal,2,0,H,0,0,D
2009-10,21/03/10,Mallorca,Ath Madrid,4,1,H,2,1,H
2009-10,21/03/10,Osasuna,Santander,1,3,A,1,1,D
2009-10,21/03/10,Valencia,Almeria,2,0,H,0,0,D
2009-10,21/03/10,Zaragoza,Barcelona,2,4,A,0,1,A
2009-10,23/03/10,Sevilla,Xerez,1,1,D,0,0,D
2009-10,23/03/10,Sp Gijon,La Coruna,2,1,H,1,0,H
2009-10,24/03/10,Almeria,Zaragoza,1,0,H,0,0,D
2009-10,24/03/10,Barcelona,Osasuna,2,0,H,0,0,D
2009-10,24/03/10,Santander,Mallorca,0,0,D,0,0,D
2009-10,24/03/10,Tenerife,Villarreal,2,2,D,0,1,A
2009-10,24/03/10,Valencia,Malaga,1,0,H,1,0,H
2009-10,24/03/10,Valladolid,Espanol,0,0,D,0,0,D
2009-10,25/03/10,Ath Madrid,Ath Bilbao,2,0,H,0,0,D
2009-10,25/03/10,Getafe,Real Madrid,2,4,A,1,4,A
2009-10,27/03/10,Malaga,Tenerife,1,1,D,0,0,D
2009-10,27/03/10,Mallorca,Barcelona,0,1,A,0,0,D
2009-10,27/03/10,Zaragoza,Valencia,3,0,H,1,0,H
2009-10,28/03/10,Espanol,Sp Gijon,0,0,D,0,0,D
2009-10,28/03/10,La Coruna,Getafe,1,3,A,0,2,A
2009-10,28/03/10,Osasuna,Almeria,1,0,H,1,0,H
2009-10,28/03/10,Real Madrid,Ath Madrid,3,2,H,0,1,A
2009-10,28/03/10,Villarreal,Sevilla,3,0,H,2,0,H
2009-10,28/03/10,Xerez,Valladolid,3,0,H,2,0,H
2009-10,29/03/10,Ath Bilbao,Santander,4,3,H,2,1,H
2009-10,3/4/2010,Barcelona,Ath Bilbao,4,1,H,2,0,H
2009-10,3/4/2010,Sevilla,Tenerife,3,0,H,2,0,H
2009-10,3/4/2010,Zaragoza,Malaga,2,0,H,1,0,H
2009-10,4/4/2010,Almeria,Mallorca,1,1,D,1,0,H
2009-10,4/4/2010,Ath Madrid,La Coruna,3,0,H,1,0,H
2009-10,4/4/2010,Getafe,Espanol,1,1,D,1,0,H
2009-10,4/4/2010,Santander,Real Madrid,0,2,A,0,1,A
2009-10,4/4/2010,Sp Gijon,Xerez,2,2,D,1,0,H
2009-10,4/4/2010,Valencia,Osasuna,3,0,H,0,0,D
2009-10,4/4/2010,Valladolid,Villarreal,0,2,A,0,1,A
2009-10,10/4/2010,Malaga,Sevilla,1,2,A,1,0,H
2009-10,10/4/2010,Real Madrid,Barcelona,0,2,A,0,1,A
2009-10,10/4/2010,Tenerife,Valladolid,0,0,D,0,0,D
2009-10,10/4/2010,Villarreal,Sp Gijon,1,0,H,1,0,H
2009-10,10/4/2010,Xerez,Getafe,0,1,A,0,0,D
2009-10,11/4/2010,Ath Bilbao,Almeria,4,1,H,2,0,H
2009-10,11/4/2010,Espanol,Ath Madrid,3,0,H,0,0,D
2009-10,11/4/2010,La Coruna,Santander,1,1,D,1,0,H
2009-10,11/4/2010,Mallorca,Valencia,3,2,H,2,0,H
2009-10,11/4/2010,Osasuna,Zaragoza,2,0,H,1,0,H
2009-10,13/04/10,Getafe,Villarreal,3,0,H,0,0,D
2009-10,13/04/10,Sp Gijon,Tenerife,0,2,A,0,0,D
2009-10,13/04/10,Valladolid,Sevilla,2,1,H,1,0,H
2009-10,14/04/10,Ath Madrid,Xerez,1,2,A,1,1,D
2009-10,14/04/10,Barcelona,La Coruna,3,0,H,1,0,H
2009-10,14/04/10,Osasuna,Malaga,2,2,D,1,1,D
2009-10,14/04/10,Santander,Espanol,3,1,H,1,1,D
2009-10,14/04/10,Zaragoza,Mallorca,1,1,D,1,1,D
2009-10,15/04/10,Almeria,Real Madrid,1,2,A,1,1,D
2009-10,15/04/10,Valencia,Ath Bilbao,2,0,H,1,0,H
2009-10,17/04/10,Espanol,Barcelona,0,0,D,0,0,D
2009-10,17/04/10,Sevilla,Sp Gijon,3,0,H,1,0,H
2009-10,17/04/10,Villarreal,Ath Madrid,2,1,H,2,0,H
2009-10,18/04/10,Ath Bilbao,Zaragoza,0,0,D,0,0,D
2009-10,18/04/10,La Coruna,Almeria,0,0,D,0,0,D
2009-10,18/04/10,Malaga,Valladolid,0,0,D,0,0,D
2009-10,18/04/10,Real Madrid,Valencia,2,0,H,1,0,H
2009-10,18/04/10,Tenerife,Getafe,3,2,H,1,1,D
2009-10,18/04/10,Xerez,Santander,2,2,D,1,1,D
2009-10,19/04/10,Mallorca,Osasuna,2,0,H,1,0,H
2009-10,24/04/10,Barcelona,Xerez,3,1,H,2,1,H
2009-10,24/04/10,Valencia,La Coruna,1,0,H,1,0,H
2009-10,24/04/10,Zaragoza,Real Madrid,1,2,A,0,0,D
2009-10,25/04/10,Almeria,Espanol,0,1,A,0,0,D
2009-10,25/04/10,Ath Madrid,Tenerife,3,1,H,2,0,H
2009-10,25/04/10,Getafe,Sevilla,4,3,H,1,2,A
2009-10,25/04/10,Mallorca,Malaga,1,1,D,0,0,D
2009-10,25/04/10,Santander,Villarreal,1,2,A,1,0,H
2009-10,25/04/10,Sp Gijon,Valladolid,0,2,A,0,0,D
2009-10,26/04/10,Osasuna,Ath Bilbao,0,0,D,0,0,D
2009-10,1/5/2010,Espanol,Valencia,0,2,A,0,0,D
2009-10,1/5/2010,La Coruna,Zaragoza,0,1,A,0,0,D
2009-10,1/5/2010,Malaga,Sp Gijon,1,1,D,0,1,A
2009-10,1/5/2010,Tenerife,Santander,2,1,H,1,0,H
2009-10,1/5/2010,Valladolid,Getafe,0,0,D,0,0,D
2009-10,1/5/2010,Villarreal,Barcelona,1,4,A,0,3,A
2009-10,1/5/2010,Xerez,Almeria,2,1,H,1,1,D
2009-10,2/5/2010,Ath Bilbao,Mallorca,1,3,A,1,1,D
2009-10,2/5/2010,Real Madrid,Osasuna,3,2,H,2,2,D
2009-10,2/5/2010,Sevilla,Ath Madrid,3,1,H,3,1,H
2009-10,4/5/2010,Almeria,Villarreal,4,2,H,3,0,H
2009-10,4/5/2010,Barcelona,Tenerife,4,1,H,1,1,D
2009-10,4/5/2010,Getafe,Sp Gijon,1,1,D,0,1,A
2009-10,4/5/2010,Valencia,Xerez,3,1,H,1,1,D
2009-10,5/5/2010,Ath Bilbao,Malaga,1,1,D,1,1,D
2009-10,5/5/2010,Ath Madrid,Valladolid,3,1,H,1,0,H
2009-10,5/5/2010,Mallorca,Real Madrid,1,4,A,1,1,D
2009-10,5/5/2010,Osasuna,La Coruna,3,1,H,3,1,H
2009-10,5/5/2010,Santander,Sevilla,1,5,A,0,2,A
2009-10,5/5/2010,Zaragoza,Espanol,1,0,H,0,0,D
2009-10,8/5/2010,Espanol,Osasuna,2,1,H,0,1,A
2009-10,8/5/2010,Getafe,Malaga,2,1,H,1,0,H
2009-10,8/5/2010,La Coruna,Mallorca,1,0,H,0,0,D
2009-10,8/5/2010,Real Madrid,Ath Bilbao,5,1,H,1,1,D
2009-10,8/5/2010,Sevilla,Barcelona,2,3,A,0,2,A
2009-10,8/5/2010,Sp Gijon,Ath Madrid,1,1,D,0,0,D
2009-10,8/5/2010,Tenerife,Almeria,2,2,D,1,1,D
2009-10,8/5/2010,Valladolid,Santander,2,1,H,0,1,A
2009-10,8/5/2010,Villarreal,Valencia,2,0,H,2,0,H
2009-10,8/5/2010,Xerez,Zaragoza,3,2,H,1,0,H
2009-10,15/05/10,Almeria,Sevilla,2,3,A,1,1,D
2009-10,15/05/10,Ath Bilbao,La Coruna,2,0,H,1,0,H
2009-10,15/05/10,Ath Madrid,Getafe,0,3,A,0,1,A
2009-10,15/05/10,Mallorca,Espanol,2,0,H,1,0,H
2009-10,15/05/10,Zaragoza,Villarreal,3,3,D,3,1,H
2009-10,16/05/10,Barcelona,Valladolid,4,0,H,2,0,H
2009-10,16/05/10,Malaga,Real Madrid,1,1,D,1,0,H
2009-10,16/05/10,Osasuna,Xerez,1,1,D,0,0,D
2009-10,16/05/10,Santander,Sp Gijon,2,0,H,1,0,H
2009-10,16/05/10,Valencia,Tenerife,1,0,H,0,0,D
2010-11,28/08/10,Hercules,Ath Bilbao,0,1,A,0,0,D
